Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Log,Income_Performance_Ratio,Target_Attrition,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Tenure_Category_Medium-term,Tenure_Category_Short-term
0.4463504035345031,1102,-1.0109093429124179,2,2,94,3,2,4,19479,2.1251359240839385,11,3,1,0,-0.42164245835933756,0,1,-0.16461310905422863,4,0,5,8.69851424787661,2.8995047492922033,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
1.3223652142096962,279,-0.14714972001373974,1,3,61,2,2,2,24907,-0.6780493930322936,23,4,4,1,-0.16451140099023315,3,3,0.48850772848886465,7,1,7,8.543055850941965,2.135763962735491,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.008342998196906572,1373,-0.8875151110697495,2,4,92,2,1,3,2396,1.3242258334793007,15,3,2,0,-0.5502079870438897,3,3,-1.1442943653688686,0,0,0,7.645397699428633,2.5484658998095444,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True
-0.42966440714069,1392,-0.7641208792270812,4,4,56,3,1,3,23159,-0.6780493930322936,11,3,3,0,-0.42164245835933756,3,3,0.16194730971731802,7,3,0,7.975908360165538,2.658636120055179,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
-1.0866755151470848,591,-0.8875151110697495,1,1,40,3,1,2,16632,2.5255909693862573,12,3,4,1,-0.678773515728442,3,3,-0.8177339465973219,2,2,2,8.15162164696975,2.717207215656583,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
-0.5391662584750891,1005,-0.8875151110697495,2,4,79,3,1,4,11864,-1.0785044383346125,13,3,3,0,-0.42164245835933756,2,2,-0.0013328996684553085,7,3,6,8.029107054619736,2.6763690182065787,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
2.4173837275536876,1324,-0.7641208792270812,3,3,81,4,1,1,9964,0.523315742874663,20,4,1,3,0.09261965637887129,3,2,-0.9810141559830953,0,0,0,7.890208213109961,1.9725520532774903,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
-0.7581699611438873,1358,1.827157989468953,1,4,67,3,1,3,13335,-0.6780493930322936,22,4,2,1,-1.3216011591512031,2,3,-0.9810141559830953,0,0,0,7.898782356970309,1.9746955892425773,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.11784484953130571,216,1.7037637576262845,3,4,44,2,3,3,8787,-1.0785044383346125,21,4,2,0,-0.16451140099023315,2,3,0.32522751910309133,7,1,8,9.161885151706779,2.2904712879266946,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
-0.10115885313749257,1299,2.197340684996958,3,3,94,3,2,3,16577,1.3242258334793007,13,3,2,2,0.7354472998016324,3,2,-0.0013328996684553085,7,7,7,8.563695025067657,2.854565008355886,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.2106607044718917,809,0.8400041347276065,3,1,84,4,1,2,16479,-1.0785044383346125,13,3,3,1,-0.678773515728442,5,3,-0.32789331844000197,4,0,3,7.794411205726601,2.5981370685755336,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
-0.8676718124782865,153,0.7166099028849382,2,4,49,2,2,3,12682,-1.0785044383346125,12,3,4,0,-0.16451140099023315,3,3,0.32522751910309133,5,0,8,8.341410211461865,2.7804700704872882,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
-0.6486681098094882,670,2.0739464531542895,1,1,31,3,1,3,15170,-0.6780493930322936,17,3,4,1,-0.8073390444129942,1,2,-0.32789331844000197,2,4,3,7.976595409316577,2.658865136438859,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.3201625558062908,1346,1.2101868302556114,2,2,93,3,1,4,8758,-1.0785044383346125,11,3,3,1,-1.0644701017820986,2,3,-0.8177339465973219,2,1,2,7.8868329989550565,2.628944332985019,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
-0.9771736638126857,103,1.827157989468953,3,3,50,2,1,3,12947,0.9237707881769818,14,3,2,0,-0.678773515728442,4,3,-0.4911735278257753,2,0,3,7.615298339825815,2.5384327799419384,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False
-0.8676718124782865,1389,1.456975293940948,4,2,51,4,3,1,10195,-0.6780493930322936,11,3,3,1,-0.16451140099023315,1,3,0.48850772848886465,9,8,8,9.208438564686587,3.0694795215621955,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.5391662584750891,334,-0.5173324155417446,2,1,80,4,1,2,15053,-1.0785044383346125,12,3,4,2,-0.5502079870438897,5,2,-0.16461310905422863,2,0,5,8.101374671228582,2.7004582237428605,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
-1.6341847718190805,1123,0.8400041347276065,2,4,96,4,1,4,7324,-0.6780493930322936,13,3,2,2,-1.3216011591512031,2,2,-0.9810141559830953,0,0,0,7.984803389734406,2.661601129911469,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
1.7603726195472926,1219,-0.8875151110697495,4,1,78,2,4,4,22021,-0.27759434772997477,16,3,3,0,2.535364701385363,3,3,2.9377108692754645,8,3,7,9.643939319328119,3.2146464397760397,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.11784484953130571,371,-0.8875151110697495,3,4,45,3,1,4,4306,0.9237707881769818,11,3,3,0,-0.678773515728442,3,3,-0.6544537372115486,2,1,2,8.280204233279974,2.7600680777599913,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False
-1.4151810691502822,673,0.2230329755142651,2,1,96,4,2,3,8232,-1.0785044383346125,18,3,4,1,-0.8073390444129942,5,2,-0.4911735278257753,2,1,3,8.297045149081827,2.765681716360609,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.10115885313749257,1218,-0.02375548817107146,4,3,82,2,1,1,6986,1.7246808787816195,23,4,2,0,-0.16451140099023315,4,3,-0.32789331844000197,3,0,3,8.133880887949207,2.0334702219873018,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
-0.3201625558062908,419,-0.270543951856408,4,1,53,3,3,2,21293,-1.0785044383346125,11,3,3,0,0.2211851850634235,4,3,0.8150681472604113,6,2,11,9.392245175273795,3.1307483917579315,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-1.7436866231534796,391,0.7166099028849382,2,3,96,3,1,4,19281,-0.6780493930322936,14,3,4,0,-1.4501666878357553,6,3,-1.1442943653688686,0,0,0,7.117205503164344,2.3724018343881146,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
